ticker,qty,avg_entry_price,current_price,cost_basis,market_value,unrealized_pl,unrealized_plpc,timestamp
CAT,250,382.92,381.645,95730,95411.25,283.75,-0.0033296772171733,2024_12_16_10_02_07
IOT,1200,46.01,45.43,55212,54516,-780,-0.0126059552271245,2024_12_16_10_02_07
VNQ,1500,94.13,94.165,141195,141247.5,52.5,0.0003718261978115,2024_12_16_10_02_07
